trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met,enrollment_rate,patients_per_site,enrollment_achievement_pct,is_multi_site,is_multi_region,size_category,duration_category,overall_success,enrollment_success_level
TRIAL-0575,Phase 1,Lymphoma,Global BioResearch,Open Label,2022,2023,20,25,23,2,1,True,True,1.15,11.5,92.0,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0576,Phase 2,Leukemia,OncoPharm Therapeutics,Open Label,2019,2020,21,102,98,7,1,True,True,4.67,14.0,96.1,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0577,Phase 1,Prostate Cancer,OncoPharm Therapeutics,Open Label,2021,2023,21,23,22,3,1,True,True,1.05,7.3,95.7,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0578,Phase 3,Melanoma,OncoPharm Therapeutics,Double Blind,2019,2022,36,504,456,19,1,True,False,12.67,24.0,90.5,True,False,very large (400+),long(36mo+),False,Met Target
TRIAL-0579,Phase 3,Pancreatic Cancer,MedTrials International,Double Blind,2021,2025,47,543,541,38,2,True,False,11.51,14.2,99.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0580,Phase 3,Melanoma,Helix Therapeutics,Double Blind,2018,2021,33,366,364,7,2,True,True,11.03,52.0,99.5,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0581,Phase 3,Lymphoma,Global BioResearch,Double Blind,2019,2023,44,516,459,30,2,False,False,10.43,15.3,89.0,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0582,Phase 3,Leukemia,Clinical Research Group A,Double Blind,2019,2024,61,353,351,18,3,True,True,5.75,19.5,99.4,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0583,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2020,2023,30,75,73,5,2,True,False,2.43,14.6,97.3,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0584,Phase 2,Lymphoma,MedTrials International,Double Blind,2022,2025,37,97,96,6,1,True,False,2.59,16.0,99.0,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0585,Phase 4,Melanoma,Apex Oncology Labs,Double Blind,2018,2022,42,164,157,19,3,True,False,3.74,8.3,95.7,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0586,Phase 2,Colorectal Cancer,Apex Oncology Labs,Open Label,2019,2022,36,140,123,3,1,False,False,3.42,41.0,87.9,True,False,medium (50-150),long(36mo+),False,Near Target
TRIAL-0587,Phase 4,Melanoma,Helix Therapeutics,Double Blind,2021,2024,39,321,303,9,1,True,True,7.77,33.7,94.4,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0588,Phase 2,Prostate Cancer,Global BioResearch,Open Label,2021,2024,33,153,149,4,1,True,False,4.52,37.2,97.4,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0589,Phase 3,Pancreatic Cancer,Global BioResearch,Double Blind,2020,2024,54,415,406,21,2,True,False,7.52,19.3,97.8,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0590,Phase 2,Breast Cancer,MedTrials International,Single Blind,2018,2020,27,133,124,8,1,True,False,4.59,15.5,93.2,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0591,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2022,2025,37,80,68,5,1,False,True,1.84,13.6,85.0,True,False,medium (50-150),long(36mo+),False,Near Target
TRIAL-0592,Phase 1,Prostate Cancer,Global BioResearch,Open Label,2021,2022,11,30,26,3,1,False,True,2.36,8.7,86.7,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0593,Phase 2,Prostate Cancer,NovaCure Biotech,Open Label,2020,2021,19,126,124,5,1,True,True,6.53,24.8,98.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0594,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2021,2023,20,26,23,3,1,False,False,1.15,7.7,88.5,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0595,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2022,2025,31,139,114,6,1,False,True,3.68,19.0,82.0,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0596,Phase 1,Lymphoma,Apex Oncology Labs,Open Label,2018,2018,9,20,19,3,1,True,True,2.11,6.3,95.0,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0597,Phase 2,Prostate Cancer,Apex Oncology Labs,Single Blind,2020,2022,34,116,111,7,1,True,True,3.26,15.9,95.7,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0598,Phase 4,Pancreatic Cancer,Helix Therapeutics,Open Label,2019,2022,39,151,126,2,1,False,True,3.23,63.0,83.4,True,False,medium (50-150),long(36mo+),False,Near Target
TRIAL-0599,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2019,2022,43,479,471,30,3,True,True,10.95,15.7,98.3,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0600,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2022,2026,51,310,224,15,2,False,False,4.39,14.9,72.3,True,True,large (150-400),long(36mo+),False,Below Target
TRIAL-0601,Phase 3,Pancreatic Cancer,Helix Therapeutics,Double Blind,2023,2026,46,407,397,9,2,True,False,8.63,44.1,97.5,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0602,Phase 3,Breast Cancer,Apex Oncology Labs,Double Blind,2023,2027,40,434,430,33,2,True,True,10.75,13.0,99.1,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0603,Phase 3,Breast Cancer,OncoPharm Therapeutics,Double Blind,2023,2026,39,382,369,13,2,True,True,9.46,28.4,96.6,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0604,Phase 2,Lymphoma,Global BioResearch,Double Blind,2018,2020,19,48,46,6,2,True,False,2.42,7.7,95.8,True,True,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0605,Phase 2,Colorectal Cancer,Global BioResearch,Double Blind,2023,2024,23,77,69,5,1,False,True,3.0,13.8,89.6,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0606,Phase 2,Leukemia,NovaCure Biotech,Single Blind,2018,2019,12,88,76,3,1,False,True,6.33,25.3,86.4,True,False,medium (50-150),short(<18mo),False,Near Target
TRIAL-0607,Phase 2,Prostate Cancer,Helix Therapeutics,Open Label,2023,2025,30,95,90,2,1,True,False,3.0,45.0,94.7,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0608,Phase 3,Breast Cancer,Helix Therapeutics,Triple Blind,2021,2024,37,283,275,12,1,True,True,7.43,22.9,97.2,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0609,Phase 2,Prostate Cancer,NovaCure Biotech,Open Label,2021,2023,24,99,98,3,1,True,True,4.08,32.7,99.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0610,Phase 2,Prostate Cancer,Clinical Research Group A,Open Label,2019,2022,37,64,55,6,2,False,False,1.49,9.2,85.9,True,True,medium (50-150),long(36mo+),False,Near Target
TRIAL-0611,Phase 3,Colorectal Cancer,NovaCure Biotech,Triple Blind,2022,2026,57,468,397,9,2,False,True,6.96,44.1,84.8,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0612,Phase 2,Lung Cancer,Global BioResearch,Single Blind,2023,2023,6,64,56,3,1,False,True,9.33,18.7,87.5,True,False,medium (50-150),short(<18mo),False,Near Target
TRIAL-0613,Phase 4,Lymphoma,Apex Oncology Labs,Single Blind,2023,2027,46,111,105,8,2,True,False,2.28,13.1,94.6,True,True,medium (50-150),long(36mo+),False,Met Target
TRIAL-0614,Phase 1,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2022,2023,19,24,23,3,1,True,True,1.21,7.7,95.8,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0615,Phase 1,Prostate Cancer,Global BioResearch,Open Label,2018,2021,31,17,16,2,1,True,True,0.52,8.0,94.1,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0616,Phase 2,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021,2023,17,37,36,1,1,True,True,2.12,36.0,97.3,False,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0617,Phase 1,Breast Cancer,NovaCure Biotech,Open Label,2020,2021,14,32,26,1,1,False,False,1.86,26.0,81.2,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0618,Phase 4,Prostate Cancer,OncoPharm Therapeutics,Open Label,2021,2024,32,222,206,19,3,True,False,6.44,10.8,92.8,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0619,Phase 3,Lymphoma,NovaCure Biotech,Triple Blind,2021,2026,62,300,277,17,3,True,False,4.47,16.3,92.3,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0620,Phase 2,Breast Cancer,Helix Therapeutics,Open Label,2018,2020,22,112,103,5,2,True,True,4.68,20.6,92.0,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0621,Phase 4,Breast Cancer,Helix Therapeutics,Single Blind,2021,2024,41,159,158,6,1,True,False,3.85,26.3,99.4,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0622,Phase 2,Colorectal Cancer,NovaCure Biotech,Open Label,2023,2025,26,108,97,2,1,False,True,3.73,48.5,89.8,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0623,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2022,2025,25,64,50,3,1,False,True,2.0,16.7,78.1,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0624,Phase 2,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2019,2022,40,80,74,6,2,True,True,1.85,12.3,92.5,True,True,medium (50-150),long(36mo+),True,Met Target
TRIAL-0625,Phase 3,Colorectal Cancer,Clinical Research Group A,Double Blind,2021,2024,33,379,351,7,1,True,True,10.64,50.1,92.6,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0626,Phase 3,Colorectal Cancer,NovaCure Biotech,Double Blind,2020,2024,40,517,515,17,3,True,False,12.88,30.3,99.6,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0627,Phase 1,Colorectal Cancer,Global BioResearch,Open Label,2021,2022,19,18,17,1,1,True,False,0.89,17.0,94.4,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0628,Phase 4,Melanoma,Clinical Research Group A,Open Label,2019,2022,47,160,149,3,1,True,False,3.17,49.7,93.1,True,False,medium (50-150),long(36mo+),False,Met Target
TRIAL-0629,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2022,2023,16,27,22,1,1,False,True,1.38,22.0,81.5,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0630,Phase 3,Pancreatic Cancer,NovaCure Biotech,Double Blind,2022,2027,62,424,415,15,2,True,False,6.69,27.7,97.9,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0631,Phase 3,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2018,2021,40,351,323,6,2,True,True,8.07,53.8,92.0,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0632,Phase 2,Melanoma,Apex Oncology Labs,Double Blind,2018,2020,22,122,92,2,1,False,True,4.18,46.0,75.4,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0633,Phase 2,Colorectal Cancer,NovaCure Biotech,Double Blind,2018,2020,29,95,92,4,2,True,True,3.17,23.0,96.8,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0634,Phase 2,Lung Cancer,MedTrials International,Single Blind,2021,2022,18,115,106,6,1,True,False,5.89,17.7,92.2,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0635,Phase 2,Lymphoma,Helix Therapeutics,Open Label,2022,2024,32,134,130,3,1,True,True,4.06,43.3,97.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0636,Phase 4,Lung Cancer,NovaCure Biotech,Double Blind,2020,2022,25,259,199,14,2,False,True,7.96,14.2,76.8,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0637,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2021,2023,21,61,58,6,2,True,True,2.76,9.7,95.1,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0638,Phase 2,Melanoma,Global BioResearch,Open Label,2021,2023,19,85,84,2,1,True,True,4.42,42.0,98.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0639,Phase 3,Lymphoma,NovaCure Biotech,Double Blind,2023,2027,53,429,418,37,2,True,False,7.89,11.3,97.4,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0640,Phase 3,Melanoma,MedTrials International,Double Blind,2020,2024,58,607,535,34,2,False,False,9.22,15.7,88.1,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0641,Phase 2,Breast Cancer,MedTrials International,Open Label,2023,2026,33,104,103,4,2,True,False,3.12,25.8,99.0,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0642,Phase 2,Pancreatic Cancer,Global BioResearch,Double Blind,2020,2022,25,119,112,8,1,True,False,4.48,14.0,94.1,True,False,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0643,Phase 4,Breast Cancer,MedTrials International,Double Blind,2018,2021,45,235,229,15,2,True,True,5.09,15.3,97.4,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0644,Phase 3,Leukemia,OncoPharm Therapeutics,Triple Blind,2020,2024,50,316,309,13,3,True,False,6.18,23.8,97.8,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0645,Phase 1,Lymphoma,Global BioResearch,Open Label,2020,2021,8,47,43,8,2,True,True,5.38,5.4,91.5,True,True,Small (<50),short(<18mo),True,Met Target
TRIAL-0646,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2020,2021,16,17,15,1,1,False,False,0.94,15.0,88.2,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0647,Phase 1,Melanoma,Global BioResearch,Open Label,2019,2021,24,37,33,1,1,False,True,1.38,33.0,89.2,False,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0648,Phase 3,Colorectal Cancer,Global BioResearch,Double Blind,2022,2026,53,590,570,45,3,True,True,10.75,12.7,96.6,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0649,Phase 3,Lung Cancer,MedTrials International,Triple Blind,2019,2022,37,450,445,48,2,True,True,12.03,9.3,98.9,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0650,Phase 2,Lung Cancer,OncoPharm Therapeutics,Single Blind,2023,2026,31,104,103,2,1,True,True,3.32,51.5,99.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0651,Phase 2,Breast Cancer,OncoPharm Therapeutics,Double Blind,2018,2021,32,162,128,7,2,False,True,4.0,18.3,79.0,True,True,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0652,Phase 3,Leukemia,Global BioResearch,Double Blind,2021,2025,49,393,391,13,2,True,True,7.98,30.1,99.5,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0653,Phase 1,Lung Cancer,OncoPharm Therapeutics,Single Blind,2022,2023,16,26,24,3,1,True,True,1.5,8.0,92.3,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0654,Phase 2,Melanoma,Global BioResearch,Double Blind,2022,2023,10,44,39,2,1,False,True,3.9,19.5,88.6,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0655,Phase 2,Leukemia,Helix Therapeutics,Single Blind,2018,2020,23,90,88,3,1,True,True,3.83,29.3,97.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0656,Phase 2,Lung Cancer,NovaCure Biotech,Single Blind,2022,2024,23,97,80,7,1,False,False,3.48,11.4,82.5,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0657,Phase 2,Leukemia,Apex Oncology Labs,Single Blind,2023,2026,31,60,57,3,1,True,True,1.84,19.0,95.0,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0658,Phase 4,Pancreatic Cancer,Helix Therapeutics,Open Label,2020,2024,39,224,179,19,1,False,False,4.59,9.4,79.9,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0659,Phase 2,Prostate Cancer,Global BioResearch,Open Label,2021,2023,23,158,155,13,3,True,False,6.74,11.9,98.1,True,True,large (150-400),medium(18-36mo),False,Met Target
TRIAL-0660,Phase 2,Leukemia,NovaCure Biotech,Single Blind,2021,2023,26,104,94,2,1,True,True,3.62,47.0,90.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0661,Phase 3,Melanoma,MedTrials International,Double Blind,2021,2025,37,329,302,9,1,True,True,8.16,33.6,91.8,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0662,Phase 2,Lung Cancer,MedTrials International,Single Blind,2021,2023,31,93,88,5,1,True,True,2.84,17.6,94.6,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0663,Phase 1,Pancreatic Cancer,NovaCure Biotech,Open Label,2023,2025,24,34,33,1,1,True,False,1.38,33.0,97.1,False,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0664,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2023,2025,26,67,57,3,1,False,False,2.19,19.0,85.1,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0665,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2018,2022,43,332,330,19,2,True,True,7.67,17.4,99.4,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0666,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2020,2022,28,64,59,8,2,True,False,2.11,7.4,92.2,True,True,medium (50-150),medium(18-36mo),False,Met Target
TRIAL-0667,Phase 1,Colorectal Cancer,Helix Therapeutics,Single Blind,2018,2019,16,15,12,3,1,False,True,0.75,4.0,80.0,True,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0668,Phase 2,Lymphoma,Helix Therapeutics,Double Blind,2019,2023,43,141,130,3,1,True,True,3.02,43.3,92.2,True,False,medium (50-150),long(36mo+),True,Met Target
TRIAL-0669,Phase 3,Melanoma,NovaCure Biotech,Double Blind,2022,2025,41,435,431,37,3,True,False,10.51,11.6,99.1,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0670,Phase 2,Colorectal Cancer,MedTrials International,Open Label,2018,2020,33,104,100,4,2,True,True,3.03,25.0,96.2,True,True,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0671,Phase 4,Lung Cancer,MedTrials International,Open Label,2023,2026,31,187,177,5,1,True,True,5.71,35.4,94.7,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0672,Phase 3,Lymphoma,NovaCure Biotech,Double Blind,2021,2026,66,467,464,28,2,True,False,7.03,16.6,99.4,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0673,Phase 3,Leukemia,MedTrials International,Double Blind,2023,2025,33,330,280,14,3,False,True,8.48,20.0,84.8,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0674,Phase 2,Colorectal Cancer,Clinical Research Group A,Double Blind,2019,2021,28,140,95,7,1,False,True,3.39,13.6,67.9,True,False,medium (50-150),medium(18-36mo),False,Below Target
TRIAL-0675,Phase 2,Pancreatic Cancer,MedTrials International,Double Blind,2021,2024,36,89,76,5,2,False,True,2.11,15.2,85.4,True,True,medium (50-150),long(36mo+),False,Near Target
TRIAL-0676,Phase 2,Leukemia,Global BioResearch,Open Label,2021,2022,10,113,108,6,1,True,False,10.8,18.0,95.6,True,False,medium (50-150),short(<18mo),False,Met Target
TRIAL-0677,Phase 2,Leukemia,OncoPharm Therapeutics,Double Blind,2020,2022,25,137,120,6,1,False,True,4.8,20.0,87.6,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0678,Phase 3,Colorectal Cancer,Clinical Research Group A,Double Blind,2018,2021,34,315,286,13,2,True,True,8.41,22.0,90.8,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0679,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2022,2023,23,110,87,8,1,False,True,3.78,10.9,79.1,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0680,Phase 1,Pancreatic Cancer,Helix Therapeutics,Single Blind,2023,2024,16,24,22,3,1,True,True,1.38,7.3,91.7,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0681,Phase 4,Melanoma,Apex Oncology Labs,Open Label,2022,2025,36,195,188,14,3,True,True,5.22,13.4,96.4,True,True,large (150-400),long(36mo+),True,Met Target
TRIAL-0682,Phase 2,Breast Cancer,Clinical Research Group A,Double Blind,2018,2019,14,102,74,8,2,False,True,5.29,9.2,72.5,True,True,medium (50-150),short(<18mo),False,Below Target
TRIAL-0683,Phase 2,Melanoma,Apex Oncology Labs,Open Label,2020,2022,35,110,104,4,1,True,True,2.97,26.0,94.5,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0684,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2020,2022,15,23,20,1,1,False,True,1.33,20.0,87.0,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0685,Phase 3,Breast Cancer,Apex Oncology Labs,Triple Blind,2019,2023,41,465,461,24,2,True,False,11.24,19.2,99.1,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0686,Phase 3,Prostate Cancer,Clinical Research Group A,Double Blind,2023,2028,56,201,199,10,1,True,False,3.55,19.9,99.0,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0687,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2021,2025,40,322,311,17,2,True,False,7.78,18.3,96.6,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0688,Phase 1,Lymphoma,NovaCure Biotech,Open Label,2021,2022,21,36,31,3,1,False,False,1.48,10.3,86.1,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0689,Phase 2,Leukemia,Helix Therapeutics,Double Blind,2018,2020,26,121,116,2,1,True,True,4.46,58.0,95.9,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0690,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2022,2027,66,569,566,21,2,True,False,8.58,27.0,99.5,True,True,very large (400+),long(36mo+),False,Met Target
TRIAL-0691,Phase 3,Prostate Cancer,Helix Therapeutics,Double Blind,2018,2021,34,314,270,10,1,False,False,7.94,27.0,86.0,True,False,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0692,Phase 1,Lung Cancer,Helix Therapeutics,Open Label,2020,2022,21,26,25,2,1,True,True,1.19,12.5,96.2,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0693,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2023,2025,22,18,17,3,1,True,True,0.77,5.7,94.4,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0694,Phase 3,Lung Cancer,OncoPharm Therapeutics,Triple Blind,2023,2027,43,448,400,23,2,False,False,9.3,17.4,89.3,True,True,very large (400+),long(36mo+),False,Near Target
TRIAL-0695,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2020,2025,61,379,330,7,2,False,False,5.41,47.1,87.1,True,True,large (150-400),long(36mo+),False,Near Target
TRIAL-0696,Phase 3,Leukemia,Apex Oncology Labs,Double Blind,2018,2020,25,371,342,7,1,True,True,13.68,48.9,92.2,True,False,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0697,Phase 1,Melanoma,Global BioResearch,Open Label,2019,2021,19,22,18,2,1,False,True,0.95,9.0,81.8,True,False,Small (<50),medium(18-36mo),False,Near Target
TRIAL-0698,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2022,2025,33,127,114,3,1,False,False,3.45,38.0,89.8,True,False,medium (50-150),medium(18-36mo),False,Near Target
TRIAL-0699,Phase 3,Lung Cancer,OncoPharm Therapeutics,Double Blind,2018,2022,43,327,323,13,3,True,False,7.51,24.8,98.8,True,True,large (150-400),long(36mo+),False,Met Target
TRIAL-0700,Phase 1,Breast Cancer,Clinical Research Group A,Open Label,2023,2025,26,25,23,1,1,True,True,0.88,23.0,92.0,False,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0701,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2018,2022,42,127,104,8,2,False,True,2.48,13.0,81.9,True,True,medium (50-150),long(36mo+),False,Near Target
TRIAL-0702,Phase 4,Pancreatic Cancer,OncoPharm Therapeutics,Double Blind,2020,2022,27,243,217,16,2,False,True,8.04,13.6,89.3,True,True,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0703,Phase 4,Lung Cancer,Apex Oncology Labs,Double Blind,2021,2024,39,242,223,15,1,True,True,5.72,14.9,92.1,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0704,Phase 2,Lymphoma,Clinical Research Group A,Open Label,2018,2020,25,91,85,7,1,True,True,3.4,12.1,93.4,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0705,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2019,2020,16,29,26,1,1,False,False,1.62,26.0,89.7,False,False,Small (<50),short(<18mo),False,Near Target
TRIAL-0706,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2022,2024,19,44,41,7,1,True,True,2.16,5.9,93.2,True,False,Small (<50),medium(18-36mo),True,Met Target
TRIAL-0707,Phase 1,Breast Cancer,NovaCure Biotech,Open Label,2023,2025,27,30,29,3,1,True,False,1.07,9.7,96.7,True,False,Small (<50),medium(18-36mo),False,Met Target
TRIAL-0708,Phase 3,Colorectal Cancer,Clinical Research Group A,Double Blind,2019,2022,35,419,329,7,1,False,True,9.4,47.0,78.5,True,False,large (150-400),medium(18-36mo),False,Near Target
TRIAL-0709,Phase 4,Breast Cancer,Global BioResearch,Double Blind,2023,2026,46,183,160,9,1,False,False,3.48,17.8,87.4,True,False,large (150-400),long(36mo+),False,Near Target
TRIAL-0710,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2018,2020,17,31,28,1,1,True,False,1.65,28.0,90.3,False,False,Small (<50),short(<18mo),False,Met Target
TRIAL-0711,Phase 1,Prostate Cancer,NovaCure Biotech,Open Label,2023,2024,12,32,30,3,1,True,True,2.5,10.0,93.8,True,False,Small (<50),short(<18mo),True,Met Target
TRIAL-0712,Phase 3,Colorectal Cancer,Apex Oncology Labs,Triple Blind,2022,2025,38,516,489,28,3,True,True,12.87,17.5,94.8,True,True,very large (400+),long(36mo+),True,Met Target
TRIAL-0713,Phase 2,Lymphoma,Global BioResearch,Double Blind,2019,2021,22,108,107,6,1,True,True,4.86,17.8,99.1,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0714,Phase 3,Lymphoma,MedTrials International,Double Blind,2018,2022,55,270,249,20,1,True,False,4.53,12.4,92.2,True,False,large (150-400),long(36mo+),False,Met Target
TRIAL-0715,Phase 2,Melanoma,NovaCure Biotech,Double Blind,2019,2020,21,182,168,20,2,True,True,8.0,8.4,92.3,True,True,large (150-400),medium(18-36mo),True,Met Target
TRIAL-0716,Phase 2,Prostate Cancer,Global BioResearch,Double Blind,2022,2024,27,58,55,2,1,True,True,2.04,27.5,94.8,True,False,medium (50-150),medium(18-36mo),True,Met Target
TRIAL-0717,Phase 4,Melanoma,Apex Oncology Labs,Single Blind,2022,2025,36,216,204,12,1,True,True,5.67,17.0,94.4,True,False,large (150-400),long(36mo+),True,Met Target
TRIAL-0718,Phase 3,Prostate Cancer,NovaCure Biotech,Triple Blind,2019,2024,62,343,331,11,2,True,True,5.34,30.1,96.5,True,True,large (150-400),long(36mo+),True,Met Target
