nct_id,title,cancer_type,sponsor,phase,status,enrollment,start_date,completion_date,duration_months,blinding,allocation,intervention_model,number_of_sites,regions,dropout_rate_percent,sae_per_100_patients,primary_endpoint_met,start_year,completion_year,enrollment_category,complexity_score,region_count,enrollment_per_site,enrollment_rate,expected_duration,completed_on_time,trial_success,estimated_cost_millions,cost_per_patient_thousands
NCT2018000085,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AbbVie,Phase 4,Completed,237,2019-08-21,2021-03-13,19,Quadruple Blind,Randomized,Parallel Assignment,22,"North America, South America",51.1,7.5,True,2019,2021,Medium (100-300),8,2,10.8,12.47,34.0,True,True,21.61,91.2
NCT2018000086,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AstraZeneca,Phase 2,Completed,102,2017-02-05,2020-05-20,40,Open Label,Non-Randomized,Single Group Assignment,7,"Australia, Asia",2.3,3.4,True,2017,2020,Medium (100-300),1,2,14.6,2.55,29.0,False,False,14.31,140.3
NCT2018000087,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Mayo Clinic,Phase 3,Completed,151,2016-11-21,2020-07-03,44,Triple Blind,Randomized,Sequential Assignment,8,"Europe, South America",27.9,26.9,True,2016,2020,Medium (100-300),8,2,18.9,3.43,48.0,True,True,18.05,119.5
NCT2018000088,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Mayo Clinic,Phase 2,Completed,90,2016-06-14,2018-09-02,27,Single Blind,Randomized,Factorial Assignment,9,North America,10.2,17.9,True,2016,2018,Small (30-100),7,1,10.0,3.33,29.0,True,True,12.42,138.0
NCT2018000089,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,AstraZeneca,Phase 1,Completed,22,2017-09-02,2018-07-29,11,Double Blind,Randomized,Parallel Assignment,1,"South America, North America",49.5,9.7,False,2017,2018,Very Small (<30),6,2,22.0,2.0,18.0,True,False,0.62,28.2
NCT2018000090,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Novartis,Phase 3,Completed,378,2018-03-22,2025-04-14,86,Single Blind,Non-Randomized,Parallel Assignment,27,"Asia, Europe",8.0,24.5,False,2018,2025,Large (300-500),3,2,14.0,4.4,48.0,False,False,117.23,310.1
NCT2018000091,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,National Cancer Institute,Phase 3,Completed,586,2015-10-22,2017-02-13,16,Triple Blind,Randomized,Parallel Assignment,64,"Asia, Australia, North America",15.9,2.4,True,2015,2017,Very Large (500+),8,3,9.2,36.62,48.0,True,True,52.96,90.4
NCT2018000092,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Johnson & Johnson,Phase 1,Completed,17,2016-03-24,2017-06-17,15,Double Blind,Randomized,Single Group Assignment,1,"South America, Asia",13.0,19.5,True,2016,2017,Very Small (<30),5,2,17.0,1.13,18.0,True,True,0.8,47.1
NCT2018000093,A Study of Novel Therapy in Patients With Leukemia,Leukemia,National Cancer Institute,Phase 2,Completed,128,2016-01-05,2017-06-28,18,Open Label,Non-Randomized,Single Group Assignment,6,"South America, Australia",10.6,6.9,True,2016,2017,Medium (100-300),1,2,21.3,7.11,29.0,True,True,5.78,45.2
NCT2018000094,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AbbVie,Phase 2,Completed,85,2016-06-14,2019-01-30,32,Open Label,Non-Randomized,Single Group Assignment,10,"North America, Europe, South America",28.5,13.0,False,2016,2019,Small (30-100),2,3,8.5,2.66,29.0,False,False,16.26,191.3
NCT2018000095,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Bristol-Myers Squibb,Phase 1,Completed,28,2018-03-25,2019-01-19,10,Open Label,Randomized,Parallel Assignment,3,"Europe, South America",30.6,4.6,True,2018,2019,Very Small (<30),4,2,9.3,2.8,18.0,True,True,1.58,56.4
NCT2018000096,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,MD Anderson,Phase 1,Completed,10,2020-02-13,2021-12-04,22,Triple Blind,Randomized,Parallel Assignment,1,"Australia, South America, Asia, Europe",11.7,24.8,True,2020,2021,Very Small (<30),8,4,10.0,0.45,18.0,False,False,1.13,113.0
NCT2018000097,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,Johnson & Johnson,Phase 2,Completed,78,2015-06-06,2018-02-20,33,Triple Blind,Non-Randomized,Crossover Assignment,7,North America,12.7,6.2,True,2015,2018,Small (30-100),6,1,11.1,2.36,29.0,False,False,11.78,151.0
NCT2018000098,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Novartis,Phase 2,Completed,97,2021-05-24,2025-08-01,51,Single Blind,Randomized,Parallel Assignment,10,"Australia, Europe",24.8,7.2,False,2021,2025,Small (30-100),5,2,9.7,1.9,29.0,False,False,25.79,265.9
NCT2018000099,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,MD Anderson,Phase 2,Completed,78,2017-04-04,2019-01-24,22,Open Label,Randomized,Single Group Assignment,3,South America,26.9,16.9,True,2017,2019,Small (30-100),2,1,26.0,3.55,29.0,True,True,3.53,45.3
NCT2018000100,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Sanofi,Phase 2,Completed,118,2020-11-11,2024-08-22,46,Open Label,Randomized,Parallel Assignment,6,"Australia, North America, Europe",56.1,2.5,True,2020,2024,Medium (100-300),5,3,19.7,2.57,29.0,False,False,14.15,119.9
NCT2018000101,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Pfizer,Phase 2,Completed,120,2015-06-27,2017-04-17,22,Open Label,Non-Randomized,Factorial Assignment,3,"Australia, South America",25.0,3.7,True,2015,2017,Medium (100-300),5,2,40.0,5.45,29.0,True,True,3.66,30.5
NCT2018000102,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Pfizer,Phase 2,Completed,45,2022-10-21,2025-09-05,35,Open Label,Non-Randomized,Single Group Assignment,1,"Asia, North America",2.9,9.6,True,2022,2025,Small (30-100),1,2,45.0,1.29,29.0,False,False,1.88,41.8
NCT2018000103,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Mayo Clinic,Phase 1,Completed,19,2022-08-17,2024-02-08,18,Double Blind,Randomized,Parallel Assignment,2,"Asia, North America",50.8,8.1,False,2022,2024,Very Small (<30),6,2,9.5,1.06,18.0,True,False,1.86,97.9
NCT2018000104,A Study of Novel Therapy in Patients With Lung Cancer,Lung Cancer,AstraZeneca,Phase 3,Completed,665,2016-09-22,2018-09-12,24,Single Blind,Randomized,Sequential Assignment,78,"Europe, Asia",11.2,18.0,True,2016,2018,Very Large (500+),6,2,8.5,27.71,48.0,True,True,95.6,143.8
NCT2018000105,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Bristol-Myers Squibb,Phase 3,Completed,290,2021-03-20,2024-10-30,44,Double Blind,Randomized,Single Group Assignment,30,"Europe, North America, Asia",14.2,12.1,False,2021,2024,Medium (100-300),6,3,9.7,6.59,48.0,True,False,66.87,230.6
NCT2018000106,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AstraZeneca,Phase 2,Completed,124,2019-03-07,2022-08-18,42,Single Blind,Non-Randomized,Parallel Assignment,4,Asia,31.6,11.4,False,2019,2022,Medium (100-300),2,1,31.0,2.95,29.0,False,False,8.77,70.7
NCT2018000107,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Mayo Clinic,Phase 1,Completed,27,2015-11-11,2017-09-01,22,Triple Blind,Non-Randomized,Single Group Assignment,1,Australia,26.8,17.1,False,2015,2017,Very Small (<30),3,1,27.0,1.23,18.0,False,False,1.18,43.7
NCT2018000108,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Pfizer,Phase 1,Completed,24,2021-06-22,2023-04-13,22,Double Blind,Single Group,Single Group Assignment,3,"Europe, Australia, South America",18.0,9.0,False,2021,2023,Very Small (<30),4,3,8.0,1.09,18.0,False,False,3.37,140.4
NCT2018000109,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AstraZeneca,Phase 3,Completed,330,2022-08-25,2025-04-11,32,Open Label,Randomized,Single Group Assignment,15,"Australia, Europe, South America",35.4,6.4,True,2022,2025,Large (300-500),4,3,22.0,10.31,48.0,True,True,24.99,75.7
NCT2018000110,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 2,Completed,141,2016-12-28,2018-03-23,15,Double Blind,Randomized,Parallel Assignment,4,Australia,16.4,8.9,True,2016,2018,Medium (100-300),5,1,35.2,9.4,29.0,True,True,3.42,24.3
NCT2018000111,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Sanofi,Phase 2,Completed,142,2020-01-14,2023-06-27,42,Open Label,Randomized,Parallel Assignment,3,"North America, Asia",5.5,6.2,False,2020,2023,Medium (100-300),4,2,47.3,3.38,29.0,False,False,6.73,47.4
NCT2018000112,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AstraZeneca,Phase 3,Completed,333,2017-03-02,2022-11-01,69,Open Label,Non-Randomized,Single Group Assignment,14,"South America, Australia, Asia",42.4,2.6,True,2017,2022,Large (300-500),2,3,23.8,4.83,48.0,False,False,49.3,148.0
NCT2018000113,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 1,Completed,15,2017-09-24,2018-03-23,6,Double Blind,Randomized,Crossover Assignment,1,"North America, Europe",4.8,7.0,True,2017,2018,Very Small (<30),8,2,15.0,2.5,18.0,True,True,0.34,22.7
NCT2018000114,A Study of Novel Therapy in Patients With Brain Cancer,Brain Cancer,Novartis,Phase 3,Completed,231,2016-08-20,2020-12-27,53,Double Blind,Non-Randomized,Single Group Assignment,14,North America,17.2,5.3,False,2016,2020,Medium (100-300),2,1,16.5,4.36,48.0,False,False,37.79,163.6
NCT2018000115,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Roche,Phase 1,Completed,19,2016-09-12,2018-06-04,21,Open Label,Randomized,Single Group Assignment,3,"South America, Australia",7.4,5.2,True,2016,2018,Very Small (<30),3,2,6.3,0.9,18.0,False,False,3.21,168.9
NCT2018000116,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Bristol-Myers Squibb,Phase 2,Completed,77,2015-06-26,2018-06-10,36,Open Label,Randomized,Single Group Assignment,3,"Asia, Europe, North America",31.7,5.0,True,2015,2018,Small (30-100),4,3,25.7,2.14,29.0,False,False,5.63,73.1
NCT2018000117,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Roche,Phase 2,Completed,84,2022-12-16,2025-10-31,35,Double Blind,Non-Randomized,Parallel Assignment,9,Europe,32.7,4.2,True,2022,2025,Small (30-100),3,1,9.3,2.4,29.0,False,False,16.0,190.5
NCT2018000118,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AstraZeneca,Phase 1,Completed,24,2019-09-13,2021-12-31,28,Quadruple Blind,Randomized,Parallel Assignment,3,Asia,11.5,37.6,False,2019,2021,Very Small (<30),7,1,8.0,0.86,18.0,False,False,4.27,177.9
NCT2018000119,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,AstraZeneca,Phase 1,Completed,19,2019-02-26,2021-03-17,25,Single Blind,Single Group,Single Group Assignment,2,"Europe, South America",5.9,6.2,True,2019,2021,Very Small (<30),2,2,9.5,0.76,18.0,False,False,2.56,134.7
NCT2018000120,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Bristol-Myers Squibb,Phase 2,Completed,132,2016-12-14,2019-10-30,35,Open Label,Non-Randomized,Crossover Assignment,10,North America,23.3,7.3,True,2016,2019,Medium (100-300),3,1,13.2,3.77,29.0,False,False,17.9,135.6
NCT2018000121,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Sanofi,Phase 3,Completed,422,2021-03-23,2024-04-06,37,Single Blind,Randomized,Single Group Assignment,21,"South America, Asia",23.6,21.6,False,2021,2024,Large (300-500),4,2,20.1,11.41,48.0,True,False,40.12,95.1
NCT2018000122,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Novartis,Phase 3,Completed,428,2021-06-17,2025-05-27,48,Triple Blind,Non-Randomized,Factorial Assignment,14,"South America, North America, Australia",4.4,7.2,True,2021,2025,Large (300-500),9,3,30.6,8.92,48.0,True,True,34.88,81.5
NCT2018000123,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AstraZeneca,Phase 3,Completed,432,2021-10-02,2026-05-09,56,Double Blind,Non-Randomized,Sequential Assignment,21,"North America, Europe",15.4,10.6,True,2021,2026,Large (300-500),5,2,20.6,7.71,48.0,False,False,60.1,139.1
NCT2018000124,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Bristol-Myers Squibb,Phase 2,Completed,82,2018-02-01,2020-08-19,31,Double Blind,Randomized,Parallel Assignment,10,Asia,40.2,18.7,False,2018,2020,Small (30-100),5,1,8.2,2.65,29.0,False,False,15.75,192.1
NCT2018000125,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Bristol-Myers Squibb,Phase 1,Completed,10,2022-04-04,2023-11-25,20,Open Label,Randomized,Parallel Assignment,3,"North America, Asia",7.7,7.9,True,2022,2023,Very Small (<30),4,2,3.3,0.5,18.0,False,False,3.03,303.0
NCT2018000126,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,AbbVie,Phase 3,Completed,182,2019-05-28,2020-08-20,15,Open Label,Non-Randomized,Single Group Assignment,4,"Australia, Europe, North America",26.6,11.0,False,2019,2020,Medium (100-300),2,3,45.5,12.13,48.0,True,False,3.55,19.5
NCT2018000127,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,Sanofi,Phase 3,Completed,315,2015-06-18,2019-01-28,44,Double Blind,Randomized,Factorial Assignment,14,"North America, Australia",4.0,3.5,True,2015,2019,Large (300-500),9,2,22.5,7.16,48.0,True,True,31.74,100.8
NCT2018000128,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Early Phase 1,Completed,24,2021-07-27,2023-02-17,19,Double Blind,Randomized,Parallel Assignment,1,"Australia, Asia",13.7,2.6,True,2021,2023,Very Small (<30),6,2,24.0,1.26,19.0,True,True,1.02,42.5
NCT2018000129,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,MD Anderson,Phase 3,Completed,616,2017-03-14,2021-09-19,55,Double Blind,Single Group,Crossover Assignment,53,Europe,15.8,12.8,True,2017,2021,Very Large (500+),5,1,11.6,11.2,48.0,False,False,147.6,239.6
NCT2018000130,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AstraZeneca,Phase 4,Completed,251,2019-02-09,2023-04-19,51,Open Label,Single Group,Parallel Assignment,30,"Australia, North America",16.5,4.7,True,2019,2023,Medium (100-300),2,2,8.4,4.92,34.0,False,False,77.25,307.8
NCT2018000131,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Roche,Phase 1,Completed,43,2017-11-20,2018-12-15,13,Double Blind,Non-Randomized,Crossover Assignment,3,North America,13.9,4.8,True,2017,2018,Small (30-100),5,1,14.3,3.31,18.0,True,True,2.08,48.4
NCT2018000132,A Study of Novel Therapy in Patients With Pancreatic Cancer,Pancreatic Cancer,Bristol-Myers Squibb,Phase 4,Completed,163,2018-10-14,2019-04-12,6,Double Blind,Randomized,Sequential Assignment,10,Asia,3.3,3.5,True,2018,2019,Medium (100-300),6,1,16.3,27.17,34.0,True,True,3.49,21.4
NCT2018000133,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Johnson & Johnson,Phase 3,Completed,392,2019-08-03,2026-06-27,84,Double Blind,Randomized,Parallel Assignment,24,Australia,18.8,9.4,True,2019,2026,Large (300-500),5,1,16.3,4.67,48.0,False,False,101.98,260.2
NCT2018000134,A Study of Novel Therapy in Patients With Leukemia,Leukemia,Mayo Clinic,Phase 4,Completed,180,2020-07-05,2022-09-23,27,Triple Blind,Randomized,Parallel Assignment,5,"Asia, South America",8.9,5.2,True,2020,2022,Medium (100-300),7,2,36.0,6.67,34.0,True,True,7.29,40.5
NCT2018000135,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Johnson & Johnson,Phase 1,Completed,30,2021-04-28,2022-11-19,19,Quadruple Blind,Non-Randomized,Sequential Assignment,3,"Europe, South America",9.6,4.8,False,2021,2022,Small (30-100),7,2,10.0,1.58,18.0,False,False,2.94,98.0
NCT2018000136,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Sanofi,Phase 2,Completed,135,2015-02-13,2018-01-28,36,Double Blind,Single Group,Parallel Assignment,7,Asia,35.3,20.1,True,2015,2018,Medium (100-300),3,1,19.3,3.75,29.0,False,False,13.0,96.3
NCT2018000137,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,MD Anderson,Phase 4,Completed,215,2022-05-18,2025-08-30,40,Open Label,Randomized,Parallel Assignment,18,"South America, Asia, North America",51.5,5.6,True,2022,2025,Medium (100-300),5,3,11.9,5.38,34.0,False,False,36.65,170.5
NCT2018000138,A Study of Novel Therapy in Patients With Prostate Cancer,Prostate Cancer,AstraZeneca,Phase 2,Completed,120,2019-02-13,2021-02-02,24,Double Blind,Non-Randomized,Parallel Assignment,3,North America,9.7,8.6,True,2019,2021,Medium (100-300),3,1,40.0,5.0,29.0,True,True,3.96,33.0
NCT2018000139,A Study of Novel Therapy in Patients With Leukemia,Leukemia,AbbVie,Phase 3,Completed,418,2020-03-07,2023-06-20,40,Double Blind,Randomized,Parallel Assignment,11,Asia,21.9,1.7,False,2020,2023,Large (300-500),5,1,38.0,10.45,48.0,True,False,23.25,55.6
NCT2018000140,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,National Cancer Institute,Phase 2,Completed,80,2017-06-20,2021-03-01,45,Single Blind,Randomized,Single Group Assignment,6,"Australia, South America",4.6,17.1,False,2017,2021,Small (30-100),4,2,13.3,1.78,29.0,False,False,13.74,171.8
NCT2018000141,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,AstraZeneca,Phase 2,Completed,143,2020-11-04,2023-03-24,29,Quadruple Blind,Randomized,Crossover Assignment,2,"Asia, Europe",12.3,22.0,False,2020,2023,Medium (100-300),10,2,71.5,4.93,29.0,True,False,3.33,23.3
NCT2018000142,A Study of Novel Therapy in Patients With Colorectal Cancer,Colorectal Cancer,AbbVie,Phase 2,Completed,155,2021-03-27,2024-01-11,34,Double Blind,Randomized,Sequential Assignment,3,South America,13.0,4.7,True,2021,2024,Medium (100-300),6,1,51.7,4.56,29.0,False,False,5.56,35.9
NCT2018000143,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Merck,Phase 1,Completed,24,2021-09-25,2023-10-15,25,Double Blind,Randomized,Crossover Assignment,3,Europe,27.0,18.2,True,2021,2023,Very Small (<30),7,1,8.0,0.96,18.0,False,False,3.82,159.2
NCT2018000144,A Study of Novel Therapy in Patients With Liver Cancer,Liver Cancer,Sanofi,Phase 2,Completed,30,2021-06-06,2024-02-21,33,Single Blind,Randomized,Single Group Assignment,3,"Asia, South America, North America",25.2,18.3,False,2021,2024,Small (30-100),5,3,10.0,0.91,29.0,False,False,5.04,168.0
NCT2018000145,A Study of Novel Therapy in Patients With Melanoma,Melanoma,Merck,Phase 2,Completed,98,2019-05-23,2022-03-08,34,Open Label,Non-Randomized,Parallel Assignment,7,"Asia, Australia",27.6,1.8,True,2019,2022,Small (30-100),2,2,14.0,2.88,29.0,False,False,12.19,124.4
NCT2018000146,A Study of Novel Therapy in Patients With Lymphoma,Lymphoma,Johnson & Johnson,Phase 3,Completed,335,2020-03-10,2023-01-24,35,Open Label,Single Group,Parallel Assignment,24,"South America, Europe, North America",26.3,33.2,False,2020,2023,Large (300-500),3,3,14.0,9.57,48.0,True,False,43.0,128.4
NCT2018000147,A Study of Novel Therapy in Patients With Ovarian Cancer,Ovarian Cancer,Mayo Clinic,Phase 2,Completed,141,2019-03-04,2021-10-19,32,Double Blind,Randomized,Parallel Assignment,10,Europe,15.9,14.0,True,2019,2021,Medium (100-300),5,1,14.1,4.41,29.0,False,False,16.42,116.5
NCT2018000148,A Study of Novel Therapy in Patients With Gastric Cancer,Gastric Cancer,Sanofi,Phase 2,Completed,102,2016-11-25,2019-03-15,28,Open Label,Single Group,Factorial Assignment,4,"South America, Australia",7.7,0.9,False,2016,2019,Medium (100-300),5,2,25.5,3.64,29.0,True,False,5.91,57.9
NCT2018000149,A Study of Novel Therapy in Patients With Melanoma,Melanoma,AstraZeneca,Phase 3,Completed,537,2019-11-02,2024-03-10,53,Quadruple Blind,Randomized,Single Group Assignment,54,"North America, Europe, South America",61.0,19.5,False,2019,2024,Very Large (500+),8,3,9.9,10.13,48.0,False,False,144.71,269.5
NCT2018000150,A Study of Novel Therapy in Patients With Breast Cancer,Breast Cancer,Johnson & Johnson,Phase 1,Completed,14,2022-03-24,2023-10-15,19,Quadruple Blind,Single Group,Sequential Assignment,1,Australia,11.8,9.8,True,2022,2023,Very Small (<30),6,1,14.0,0.74,18.0,False,False,0.99,70.7
