trial_id,Phase,cancer_type,sponsor,blinding_type,start_date,end_date,duration_months,target_enrollment,actual_enrollment,number_of_sites,regions,enrollment_met_target,primary_endpoint_met
TRIAL-0834,Phase 1,Lymphoma,MedTrials International,Single Blind,2018-01-18,2019-06-12,17,16,11,1,1,False,True
TRIAL-0835,Phase 2,Lung Cancer,NovaCure Biotech,Open Label,2018-07-20,2020-11-06,28,101,91,7,2,True,True
TRIAL-0836,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2023-09-14,2026-05-31,33,107,82,6,1,False,False
TRIAL-0837,Phase 4,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2020-05-24,2021-02-18,9,243,154,11,1,False,True
TRIAL-0838,Phase 1,Prostate Cancer,Helix Therapeutics,Open Label,2023-11-07,2025-07-29,21,36,28,2,1,False,True
TRIAL-0839,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2021-04-12,2024-02-26,35,120,107,4,1,False,True
TRIAL-0840,Phase 2,Lung Cancer,OncoPharm Therapeutics,Single Blind,2023-07-22,2024-12-13,17,133,105,8,1,False,True
TRIAL-0841,Phase 2,Lymphoma,Clinical Research Group A,Double Blind,2018-09-02,2020-08-22,24,62,41,2,1,False,True
TRIAL-0842,Phase 4,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2022-12-24,2025-08-10,32,207,81,7,2,False,False
TRIAL-0843,Phase 1,Lymphoma,Apex Oncology Labs,Single Blind,2020-03-18,2021-11-08,20,42,26,3,1,False,True
TRIAL-0844,Phase 1,Colorectal Cancer,Helix Therapeutics,Open Label,2021-03-03,2022-08-25,18,35,29,2,1,False,True
TRIAL-0845,Phase 2,Colorectal Cancer,Apex Oncology Labs,Open Label,2019-08-28,2021-12-15,28,64,48,2,1,False,False
TRIAL-0846,Phase 2,Leukemia,NovaCure Biotech,Open Label,2020-09-11,2021-08-07,11,91,61,4,2,False,True
TRIAL-0847,Phase 1,Pancreatic Cancer,MedTrials International,Single Blind,2023-11-26,2025-04-19,17,51,33,3,1,False,True
TRIAL-0848,Phase 1,Breast Cancer,Global BioResearch,Open Label,2020-03-23,2021-03-18,12,45,39,2,1,False,True
TRIAL-0849,Phase 1,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2022-08-15,2024-05-06,21,33,21,3,1,False,True
TRIAL-0850,Phase 3,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2019-03-24,2025-02-20,72,337,155,11,3,False,False
TRIAL-0851,Phase 2,Prostate Cancer,Helix Therapeutics,Double Blind,2022-10-06,2024-10-25,25,133,82,2,1,False,True
TRIAL-0852,Phase 1,Pancreatic Cancer,Clinical Research Group A,Open Label,2018-05-22,2019-08-15,15,24,14,2,1,False,False
TRIAL-0853,Phase 1,Leukemia,Helix Therapeutics,Single Blind,2020-03-01,2022-01-20,23,17,12,1,1,False,True
TRIAL-0854,Phase 3,Pancreatic Cancer,NovaCure Biotech,Double Blind,2018-06-02,2022-08-10,51,281,217,13,2,False,False
TRIAL-0855,Phase 4,Leukemia,Clinical Research Group A,Double Blind,2019-01-26,2021-09-12,32,238,136,8,1,False,True
TRIAL-0856,Phase 2,Breast Cancer,Clinical Research Group A,Open Label,2021-02-13,2022-05-09,15,67,34,3,1,False,True
TRIAL-0857,Phase 1,Lymphoma,OncoPharm Therapeutics,Open Label,2019-07-25,2020-08-18,13,34,17,1,1,False,True
TRIAL-0858,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2020-11-20,2024-08-01,45,84,48,8,1,False,True
TRIAL-0859,Phase 3,Leukemia,Helix Therapeutics,Double Blind,2021-05-19,2024-06-02,37,583,552,43,3,True,False
TRIAL-0860,Phase 1,Lymphoma,MedTrials International,Open Label,2021-11-14,2023-04-08,17,21,18,1,1,False,True
TRIAL-0861,Phase 2,Pancreatic Cancer,Clinical Research Group A,Open Label,2021-09-21,2023-10-11,25,89,42,7,2,False,True
TRIAL-0862,Phase 1,Pancreatic Cancer,NovaCure Biotech,Open Label,2020-03-05,2021-07-28,17,34,19,2,1,False,True
TRIAL-0863,Phase 2,Prostate Cancer,Helix Therapeutics,Single Blind,2018-01-17,2021-01-01,36,60,48,6,1,False,True
TRIAL-0864,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2020-05-19,2022-09-06,28,138,93,6,2,False,True
TRIAL-0865,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2019-07-02,2021-11-18,29,144,105,3,1,False,True
TRIAL-0866,Phase 3,Melanoma,Apex Oncology Labs,Double Blind,2021-10-26,2025-08-06,46,560,474,44,3,False,True
TRIAL-0867,Phase 4,Colorectal Cancer,Global BioResearch,Open Label,2018-07-18,2021-07-02,36,284,199,13,3,False,True
TRIAL-0868,Phase 2,Breast Cancer,Global BioResearch,Double Blind,2023-12-20,2025-10-10,22,61,54,5,2,False,False
TRIAL-0869,Phase 2,Leukemia,Clinical Research Group A,Double Blind,2020-02-05,2021-08-28,19,101,60,7,2,False,True
TRIAL-0870,Phase 1,Breast Cancer,Clinical Research Group A,Single Blind,2019-08-21,2020-11-13,15,21,15,1,1,False,True
TRIAL-0871,Phase 1,Prostate Cancer,OncoPharm Therapeutics,Open Label,2019-08-14,2020-11-06,15,31,17,2,1,False,True
TRIAL-0872,Phase 1,Colorectal Cancer,Clinical Research Group A,Open Label,2021-01-28,2022-09-20,20,25,23,2,1,True,True
TRIAL-0873,Phase 1,Melanoma,Helix Therapeutics,Single Blind,2018-06-01,2020-05-21,24,36,26,2,1,False,True
TRIAL-0874,Phase 3,Lymphoma,NovaCure Biotech,Triple Blind,2021-08-17,2025-01-28,42,460,319,14,1,False,False
TRIAL-0875,Phase 2,Pancreatic Cancer,Global BioResearch,Double Blind,2022-06-18,2024-04-08,22,114,92,6,1,False,True
TRIAL-0876,Phase 3,Lymphoma,NovaCure Biotech,Double Blind,2021-01-06,2024-08-18,44,425,383,16,2,True,True
TRIAL-0877,Phase 1,Leukemia,NovaCure Biotech,Open Label,2022-11-11,2023-10-07,11,20,17,1,1,False,False
TRIAL-0878,Phase 3,Pancreatic Cancer,Global BioResearch,Triple Blind,2023-11-24,2027-01-07,38,254,210,17,3,False,True
TRIAL-0879,Phase 2,Colorectal Cancer,Helix Therapeutics,Open Label,2023-08-05,2026-09-18,38,91,53,7,2,False,True
TRIAL-0880,Phase 1,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2020-04-07,2021-11-28,20,15,10,2,1,False,True
TRIAL-0881,Phase 4,Leukemia,Apex Oncology Labs,Single Blind,2022-01-26,2025-01-10,36,260,197,10,1,False,True
TRIAL-0882,Phase 2,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2020-06-25,2023-03-12,33,73,50,5,1,False,True
TRIAL-0883,Phase 3,Melanoma,Global BioResearch,Triple Blind,2018-12-02,2022-10-12,47,488,415,47,2,False,False
TRIAL-0884,Phase 2,Pancreatic Cancer,MedTrials International,Double Blind,2022-10-26,2024-11-14,25,92,71,2,1,False,False
TRIAL-0885,Phase 1,Breast Cancer,Helix Therapeutics,Open Label,2018-04-12,2019-11-03,19,27,18,3,1,False,True
TRIAL-0886,Phase 2,Pancreatic Cancer,MedTrials International,Double Blind,2019-11-12,2023-07-24,45,100,80,7,2,False,True
TRIAL-0887,Phase 1,Prostate Cancer,NovaCure Biotech,Single Blind,2019-08-11,2021-04-02,20,41,18,1,1,False,True
TRIAL-0888,Phase 1,Melanoma,Apex Oncology Labs,Open Label,2020-11-22,2022-10-13,23,25,20,2,1,False,True
TRIAL-0889,Phase 3,Lymphoma,MedTrials International,Double Blind,2021-08-28,2026-02-03,54,419,329,18,2,False,False
TRIAL-0890,Phase 3,Breast Cancer,NovaCure Biotech,Double Blind,2022-02-03,2026-03-14,50,387,327,5,2,False,True
TRIAL-0891,Phase 2,Colorectal Cancer,NovaCure Biotech,Open Label,2023-03-19,2025-02-06,23,87,77,8,1,False,True
TRIAL-0892,Phase 2,Melanoma,NovaCure Biotech,Single Blind,2020-12-24,2022-11-14,23,139,93,7,2,False,True
TRIAL-0893,Phase 2,Melanoma,Helix Therapeutics,Double Blind,2023-07-15,2025-12-01,29,134,112,3,1,False,True
TRIAL-0894,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2020-02-02,2026-12-27,84,428,322,17,3,False,False
TRIAL-0895,Phase 2,Colorectal Cancer,Helix Therapeutics,Double Blind,2022-09-10,2024-05-02,20,118,83,4,1,False,True
TRIAL-0896,Phase 3,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020-04-27,2023-07-11,39,159,80,8,1,False,False
TRIAL-0897,Phase 3,Lung Cancer,Clinical Research Group A,Double Blind,2022-06-04,2027-09-06,64,452,408,38,2,True,True
TRIAL-0898,Phase 3,Lung Cancer,NovaCure Biotech,Double Blind,2019-12-19,2023-11-28,48,529,271,5,1,False,False
TRIAL-0899,Phase 3,Prostate Cancer,Apex Oncology Labs,Double Blind,2022-12-08,2026-11-17,48,428,290,9,2,False,True
TRIAL-0900,Phase 2,Prostate Cancer,MedTrials International,Double Blind,2023-07-27,2024-10-19,15,114,90,5,1,False,True
TRIAL-0901,Phase 1,Lymphoma,Global BioResearch,Open Label,2018-06-22,2019-12-14,18,27,21,2,1,False,True
TRIAL-0902,Phase 2,Lymphoma,MedTrials International,Open Label,2023-07-15,2025-12-01,29,62,39,2,1,False,False
TRIAL-0903,Phase 4,Lymphoma,MedTrials International,Open Label,2021-03-23,2024-12-02,45,254,174,9,1,False,True
TRIAL-0904,Phase 2,Prostate Cancer,NovaCure Biotech,Single Blind,2022-06-04,2025-09-16,40,161,77,7,1,False,True
TRIAL-0905,Phase 2,Lung Cancer,Apex Oncology Labs,Double Blind,2022-03-04,2024-09-19,31,84,79,2,1,True,True
TRIAL-0906,Phase 4,Melanoma,Apex Oncology Labs,Single Blind,2022-07-02,2025-02-16,32,249,167,9,1,False,False
TRIAL-0907,Phase 2,Melanoma,Global BioResearch,Open Label,2018-09-12,2021-07-28,35,122,117,7,1,True,True
TRIAL-0908,Phase 1,Pancreatic Cancer,Helix Therapeutics,Open Label,2020-07-16,2022-01-07,18,26,17,2,1,False,False
TRIAL-0909,Phase 3,Colorectal Cancer,MedTrials International,Double Blind,2023-08-05,2027-01-16,42,422,321,19,3,False,False
TRIAL-0910,Phase 2,Lymphoma,NovaCure Biotech,Open Label,2020-09-02,2023-12-16,40,51,25,2,1,False,False
TRIAL-0911,Phase 3,Melanoma,Clinical Research Group A,Double Blind,2022-11-26,2025-02-13,27,408,250,10,2,False,False
TRIAL-0912,Phase 2,Lung Cancer,Clinical Research Group A,Double Blind,2022-09-19,2024-07-10,22,106,85,3,1,False,False
TRIAL-0913,Phase 4,Prostate Cancer,MedTrials International,Single Blind,2018-11-18,2021-08-04,33,198,130,2,1,False,True
TRIAL-0914,Phase 1,Prostate Cancer,Global BioResearch,Single Blind,2021-02-26,2022-03-23,13,16,15,3,1,True,True
TRIAL-0915,Phase 2,Breast Cancer,NovaCure Biotech,Double Blind,2020-07-06,2023-07-21,37,76,48,2,1,False,True
TRIAL-0916,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2022-03-10,2026-11-14,57,424,313,8,2,False,True
TRIAL-0917,Phase 2,Lung Cancer,Global BioResearch,Single Blind,2023-03-02,2025-03-21,25,67,27,2,1,False,True
TRIAL-0918,Phase 2,Breast Cancer,Clinical Research Group A,Open Label,2019-07-11,2020-07-05,12,98,79,5,1,False,True
TRIAL-0919,Phase 4,Lung Cancer,OncoPharm Therapeutics,Open Label,2019-08-17,2021-10-05,26,105,88,8,1,False,False
TRIAL-0920,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2018-08-01,2020-04-22,21,120,81,5,1,False,True
TRIAL-0921,Phase 1,Breast Cancer,Apex Oncology Labs,Open Label,2023-02-08,2024-08-01,18,31,24,3,1,False,False
TRIAL-0922,Phase 3,Colorectal Cancer,Apex Oncology Labs,Double Blind,2023-09-07,2027-02-18,42,439,304,19,1,False,False
TRIAL-0923,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2022-08-02,2024-06-22,23,23,17,2,1,False,True
TRIAL-0924,Phase 2,Melanoma,Clinical Research Group A,Double Blind,2018-08-09,2020-01-31,18,127,79,2,1,False,True
TRIAL-0925,Phase 3,Lymphoma,Apex Oncology Labs,Triple Blind,2022-05-02,2024-06-20,26,627,410,28,2,False,True
TRIAL-0926,Phase 2,Lung Cancer,Apex Oncology Labs,Open Label,2019-12-18,2021-10-08,22,104,102,7,1,True,False
TRIAL-0927,Phase 3,Prostate Cancer,Helix Therapeutics,Double Blind,2020-11-09,2026-02-11,64,390,335,15,3,False,False
TRIAL-0928,Phase 3,Melanoma,Global BioResearch,Double Blind,2021-10-11,2025-12-19,51,323,264,15,2,False,True
TRIAL-0929,Phase 3,Breast Cancer,Helix Therapeutics,Double Blind,2021-09-23,2023-09-13,24,454,308,5,2,False,False
TRIAL-0930,Phase 3,Lung Cancer,MedTrials International,Triple Blind,2023-08-22,2026-03-09,31,421,344,7,1,False,True
TRIAL-0931,Phase 4,Lymphoma,MedTrials International,Double Blind,2023-01-04,2023-11-30,11,177,152,17,1,False,True
TRIAL-0932,Phase 4,Pancreatic Cancer,OncoPharm Therapeutics,Open Label,2023-12-12,2025-08-03,20,233,191,5,2,False,True
TRIAL-0933,Phase 3,Melanoma,MedTrials International,Double Blind,2020-01-09,2023-10-20,46,315,243,12,3,False,True
TRIAL-0934,Phase 3,Prostate Cancer,OncoPharm Therapeutics,Double Blind,2020-10-17,2026-01-19,64,638,502,40,1,False,True
TRIAL-0935,Phase 2,Colorectal Cancer,OncoPharm Therapeutics,Double Blind,2020-10-28,2022-10-18,24,103,50,7,1,False,True
TRIAL-0936,Phase 2,Melanoma,Global BioResearch,Double Blind,2023-11-18,2024-08-14,9,108,73,2,1,False,True
TRIAL-0937,Phase 3,Pancreatic Cancer,OncoPharm Therapeutics,Triple Blind,2020-07-28,2024-09-05,50,377,159,6,2,False,False
TRIAL-0938,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2023-04-02,2026-08-14,41,118,104,8,1,False,True
TRIAL-0939,Phase 2,Pancreatic Cancer,Apex Oncology Labs,Open Label,2020-02-19,2022-03-10,25,109,87,3,1,False,False
TRIAL-0940,Phase 4,Prostate Cancer,Clinical Research Group A,Single Blind,2019-04-06,2023-05-15,50,193,126,2,1,False,True
TRIAL-0941,Phase 1,Lung Cancer,OncoPharm Therapeutics,Open Label,2022-11-11,2024-08-02,21,24,11,1,1,False,False
TRIAL-0942,Phase 1,Pancreatic Cancer,Global BioResearch,Single Blind,2020-09-26,2021-12-20,15,20,18,1,1,True,True
TRIAL-0943,Phase 1,Pancreatic Cancer,MedTrials International,Open Label,2022-02-03,2023-03-30,14,25,23,2,1,True,False
TRIAL-0944,Phase 4,Lymphoma,Apex Oncology Labs,Double Blind,2018-08-02,2021-11-14,40,216,184,7,2,False,True
TRIAL-0945,Phase 2,Lung Cancer,OncoPharm Therapeutics,Double Blind,2021-07-04,2024-05-19,35,132,82,6,1,False,True
TRIAL-0946,Phase 2,Breast Cancer,NovaCure Biotech,Single Blind,2022-10-04,2024-09-23,24,138,116,8,1,False,True
TRIAL-0947,Phase 4,Breast Cancer,NovaCure Biotech,Double Blind,2018-01-20,2020-02-09,25,111,52,6,1,False,False
TRIAL-0948,Phase 2,Prostate Cancer,Helix Therapeutics,Open Label,2021-08-24,2023-07-15,23,148,90,6,1,False,True
TRIAL-0949,Phase 1,Colorectal Cancer,MedTrials International,Open Label,2020-10-14,2021-06-11,8,45,37,1,1,False,True
TRIAL-0950,Phase 3,Leukemia,Apex Oncology Labs,Double Blind,2020-10-11,2023-09-26,36,407,282,9,1,False,True
TRIAL-0951,Phase 4,Colorectal Cancer,OncoPharm Therapeutics,Open Label,2019-04-21,2021-12-06,32,184,174,6,1,True,False
TRIAL-0952,Phase 3,Leukemia,Global BioResearch,Double Blind,2020-10-19,2024-02-01,40,372,317,19,2,False,False
TRIAL-0953,Phase 2,Lymphoma,Apex Oncology Labs,Open Label,2018-08-08,2020-07-28,24,54,46,5,2,False,False
TRIAL-0954,Phase 2,Prostate Cancer,NovaCure Biotech,Double Blind,2021-12-25,2023-10-16,22,132,123,3,1,True,False
TRIAL-0955,Phase 2,Lymphoma,Global BioResearch,Single Blind,2020-01-03,2022-02-21,26,83,43,8,2,False,True
TRIAL-0956,Phase 2,Colorectal Cancer,Apex Oncology Labs,Single Blind,2020-01-01,2021-10-22,22,76,40,7,1,False,True
TRIAL-0957,Phase 2,Prostate Cancer,Apex Oncology Labs,Double Blind,2019-03-07,2022-01-20,35,89,67,4,2,False,True
TRIAL-0958,Phase 3,Lung Cancer,OncoPharm Therapeutics,Triple Blind,2021-11-26,2025-10-06,47,229,145,3,1,False,False
TRIAL-0959,Phase 2,Prostate Cancer,Apex Oncology Labs,Single Blind,2020-11-06,2022-06-29,20,91,24,2,1,False,False
TRIAL-0960,Phase 4,Lymphoma,Clinical Research Group A,Open Label,2019-04-07,2020-10-28,19,210,189,9,2,True,True
TRIAL-0961,Phase 3,Leukemia,Helix Therapeutics,Double Blind,2022-10-07,2026-05-19,44,219,176,12,3,False,False
TRIAL-0962,Phase 2,Colorectal Cancer,Apex Oncology Labs,Open Label,2019-09-19,2022-07-05,34,94,41,7,2,False,False
TRIAL-0963,Phase 1,Lung Cancer,MedTrials International,Open Label,2022-02-06,2024-02-26,25,17,10,3,1,False,True
TRIAL-0964,Phase 3,Leukemia,NovaCure Biotech,Double Blind,2020-09-23,2024-09-02,48,443,326,10,1,False,True
TRIAL-0965,Phase 4,Pancreatic Cancer,Apex Oncology Labs,Double Blind,2022-11-02,2024-11-21,25,236,134,7,2,False,True
TRIAL-0966,Phase 3,Pancreatic Cancer,MedTrials International,Double Blind,2021-10-06,2024-08-21,35,484,385,11,2,False,False
TRIAL-0967,Phase 2,Lung Cancer,Global BioResearch,Double Blind,2021-09-12,2023-01-05,16,60,16,2,1,False,True
TRIAL-0968,Phase 1,Leukemia,NovaCure Biotech,Open Label,2021-06-26,2022-07-21,13,32,25,2,1,False,True
TRIAL-0969,Phase 2,Breast Cancer,Global BioResearch,Single Blind,2020-02-10,2022-09-27,32,64,44,4,2,False,False
TRIAL-0970,Phase 2,Lung Cancer,MedTrials International,Open Label,2018-02-03,2020-02-23,25,54,50,3,1,True,True
TRIAL-0971,Phase 2,Leukemia,Global BioResearch,Double Blind,2023-05-07,2024-11-27,19,77,67,4,1,False,False
TRIAL-0972,Phase 4,Melanoma,OncoPharm Therapeutics,Double Blind,2021-07-27,2024-05-12,34,165,77,4,2,False,True
TRIAL-0973,Phase 3,Pancreatic Cancer,Clinical Research Group A,Double Blind,2021-04-08,2023-11-24,32,159,103,8,2,False,False
TRIAL-0974,Phase 1,Prostate Cancer,Helix Therapeutics,Open Label,2021-12-27,2023-02-20,14,37,26,3,1,False,True
TRIAL-0975,Phase 3,Leukemia,MedTrials International,Double Blind,2021-09-01,2026-04-08,56,304,263,18,2,False,True
TRIAL-0976,Phase 2,Colorectal Cancer,Apex Oncology Labs,Double Blind,2021-11-27,2025-01-10,38,95,70,2,1,False,True
TRIAL-0977,Phase 1,Lymphoma,Clinical Research Group A,Open Label,2022-05-11,2023-01-06,8,40,15,3,1,False,True
TRIAL-0978,Phase 2,Breast Cancer,Global BioResearch,Open Label,2022-10-19,2025-05-06,31,91,45,4,1,False,False
TRIAL-0979,Phase 4,Prostate Cancer,NovaCure Biotech,Open Label,2018-06-19,2021-10-01,40,249,205,17,1,False,False
TRIAL-0980,Phase 2,Melanoma,OncoPharm Therapeutics,Open Label,2018-12-20,2021-08-06,32,91,60,7,1,False,True
TRIAL-0981,Phase 1,Lung Cancer,NovaCure Biotech,Open Label,2020-11-17,2022-07-10,20,15,10,1,1,False,True
TRIAL-0982,Phase 1,Breast Cancer,Global BioResearch,Open Label,2021-03-04,2023-03-24,25,28,11,2,1,False,True
TRIAL-0983,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2019-04-10,2022-04-24,37,63,37,1,1,False,True
TRIAL-0984,Phase 3,Pancreatic Cancer,Global BioResearch,Double Blind,2022-12-22,2027-07-29,56,175,154,14,2,False,True
TRIAL-0985,Phase 1,Colorectal Cancer,NovaCure Biotech,Open Label,2022-04-17,2023-03-13,11,30,21,2,1,False,True
TRIAL-0986,Phase 2,Pancreatic Cancer,NovaCure Biotech,Single Blind,2023-02-10,2026-07-24,42,96,75,2,1,False,True
TRIAL-0987,Phase 4,Leukemia,Clinical Research Group A,Double Blind,2019-07-08,2022-10-20,40,251,152,14,2,False,True
TRIAL-0988,Phase 2,Lymphoma,NovaCure Biotech,Single Blind,2022-02-13,2023-12-05,22,87,40,7,1,False,False
TRIAL-0989,Phase 1,Colorectal Cancer,Apex Oncology Labs,Single Blind,2020-11-03,2022-02-26,16,22,11,3,1,False,True
TRIAL-0990,Phase 3,Prostate Cancer,NovaCure Biotech,Double Blind,2018-02-17,2022-06-26,53,454,369,8,2,False,False
TRIAL-0991,Phase 2,Pancreatic Cancer,Global BioResearch,Open Label,2018-02-21,2020-09-08,31,139,94,6,1,False,False
TRIAL-0992,Phase 3,Lymphoma,Apex Oncology Labs,Double Blind,2018-05-04,2021-09-15,41,308,292,11,2,True,False
TRIAL-0993,Phase 1,Pancreatic Cancer,NovaCure Biotech,Open Label,2022-11-08,2023-11-03,12,37,24,1,1,False,False
TRIAL-0994,Phase 2,Pancreatic Cancer,MedTrials International,Open Label,2019-01-20,2021-04-09,27,94,60,3,1,False,True
TRIAL-0995,Phase 2,Lymphoma,Global BioResearch,Open Label,2020-03-15,2022-04-04,25,99,76,8,1,False,True
TRIAL-0996,Phase 1,Breast Cancer,Clinical Research Group A,Open Label,2023-01-27,2024-08-19,19,30,25,2,1,False,True
TRIAL-0997,Phase 2,Lung Cancer,NovaCure Biotech,Double Blind,2018-01-25,2019-08-18,19,99,75,5,1,False,True
TRIAL-0998,Phase 1,Prostate Cancer,Apex Oncology Labs,Single Blind,2018-01-14,2018-12-10,11,23,16,1,1,False,True
TRIAL-0999,Phase 1,Prostate Cancer,Clinical Research Group A,Open Label,2018-11-06,2020-11-25,25,46,37,1,1,False,False
TRIAL-1000,Phase 1,Lung Cancer,MedTrials International,Open Label,2023-04-20,2024-12-10,20,41,33,3,1,False,True
